Campaign name,Country,Ad Set Name,Ad name,Amount spent (USD),Reach,Impressions,Link clicks,Result type,Cost per result,Results,"CPM (cost per 1,000 impressions)",CPC (cost per link click),CTR (all),Reporting starts,Reporting ends
FC 035 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,XK,(+22 Yrs) FC SA 60,OTPKİ-OLT-BK-3 | Bos Is | Ortakli |,0.03,27,28,2.0,,,,1.07142857,0.015,10.71428571,2025-05-10,2025-05-22
TT 475 | ÖS | DVY | Best Aud. | E-1 | AK-gbi | M4 | Lead | CBO | 17.05.25,MK,(+22 Yrs) Winner DA SA20,AK-gbi-2,0.03,15,15,,,,,2.0,,0.0,2025-05-10,2025-05-22
FC 035 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,BY,(+22 Yrs) FC SA 60,OTPKİ-OLT-BK-1 | Amator | Ortakli |,0.03,6,11,,,,,2.72727273,,0.0,2025-05-10,2025-05-22
FC 037 | DVY | 15 Mayis | Benim Isim |,BG,(+22 Yrs) FC OTU SA 8 | Fenomen Girisimciler| 3 Milyon,BK_SAE_3_FK_3 | Bos Is | Ortakli |,0.03,2,2,,,,,15.0,,0.0,2025-05-10,2025-05-22
FC 035 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,SE,(+22 Yrs) FC SA 60,OTPKİ-OLT-BK-1 | Amator | Ortakli |,0.03,4,4,,,,,7.5,,0.0,2025-05-10,2025-05-22
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,TM,(+22 Yrs) FC OTU SA 8 | Fenomen Girisimciler| 3 Milyon,OTPKİ-OLT-BK-1 | Bos Is | Ortakli | - Kopya,0.03,32,75,,,,,0.4,,0.0,2025-05-10,2025-05-22
TT 490 | DVY | Best Aud. | D-1 | SJ-AI-DVY-MK-V3 | M4 | Lead | CBO | 21.05.25,DE,TT SA 40 | SC Winner DA SA4 - Kişisel Gelişim,SJ-AI-DVY-MK-8,0.03,1,1,,,,,30.0,,0.0,2025-05-10,2025-05-22
TT 479 | DVY | Best Aud. | B-1 | SJ-AI-DVY-MK-V2 | M4 | Lead | CBO | 18.05.25,BG,(+22 Yrs) FC OTU SA 7,SJ-AI-DVY-MK-6,0.03,4,4,,,,,7.5,,0.0,2025-05-10,2025-05-22
FC 038 | DVY | 15 Mayis | Benim Isim |,MK,(+22 Yrs) Winner DA SA29,BK_SAE_3_FK_3 | Bos Is |,0.03,15,15,,,,,2.0,,0.0,2025-05-10,2025-05-22
TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.04.25,MD,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,OTPKİ-OLT-BK-1,0.03,0,6,,,,,5.0,,0.0,2025-05-10,2025-05-22
TT 490 | DVY | Best Aud. | D-1 | SJ-AI-DVY-MK-V3 | M4 | Lead | CBO | 21.05.25,AL,TT SA 40 | SC Winner DA SA4 - Kişisel Gelişim,SJ-AI-DVY-MK-9,0.03,4,4,1.0,,,,7.5,0.03,25.0,2025-05-10,2025-05-22
TT 474 | ÖS | DVY | New Aud. 1-1 | AK-gbi-5 | M4 | Lead | CBO | 15.05.25 - Copy,KZ,TT SA 42 | FC SA 9&Start-Up | 2.3M | 11.03.2025,AK-gbi-1,0.03,10,10,,,,,3.0,,0.0,2025-05-10,2025-05-22
GLOBAL | TT 493 | ÖS | DVY | Best Aud. | B-1 | 14D Best Ads. | M4 | Lead | CBO | 21.05.25,RO,UB | SA 42 | ( FC OTU SA 7 | 10 Milyon - Futbol Edited | 2.3M) - DA,BK-EM-2,0.03,12,13,1.0,,,,2.30769231,0.03,7.69230769,2025-05-10,2025-05-22
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,BY,TT SA 51 | TT 16+Freelancer | 1.2M | 13.03.25,OTPKİ-OLT-BK-4,0.03,6,6,,,,,5.0,,0.0,2025-05-10,2025-05-22
TT 484 | DVY | Best Aud. | B-1 | BK-A-EM | M4 | Lead | CBO | 19.05.25,GE,(+22 Yrs) FC OTU SA 7,BK-A-EM-3,0.03,13,14,,,,,2.14285714,,0.0,2025-05-10,2025-05-22
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,ME,TT SA 49 | Winner 48/21-50 | 2.3M | 13.03.25,OTPKİ-OLT-BK-3,0.03,20,20,,,,,1.5,,5.0,2025-05-10,2025-05-22
TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.04.25,LB,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,OTPKİ-OLT-BK-1,0.03,12,21,,,,,1.42857143,,0.0,2025-05-10,2025-05-22
TT 479 | DVY | Best Aud. | B-1 | SJ-AI-DVY-MK-V2 | M4 | Lead | CBO | 18.05.25,NG,UB | SA 42 | ( FC OTU SA 7 | 10 Milyon - Futbol Edited | 2.3M) - DA,SJ-AI-DVY-MK-5,0.03,2,2,,,,,15.0,,0.0,2025-05-10,2025-05-22
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,RS,TT SA 51 | TT 16+Freelancer | 1.2M | 13.03.25,OTPKİ-OLT-BK-4,0.03,7,7,,,,,4.28571429,,0.0,2025-05-10,2025-05-22
FC 035 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,AT,(+22 Yrs) FC SA 60,OTPKİ-OLT-BK-3 | Bos Is | Ortakli |,0.03,8,8,,,,,3.75,,0.0,2025-05-10,2025-05-22
TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.04.25,TD,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,OTPKİ-OLT-BK-1,0.03,20,24,,,,,1.25,,0.0,2025-05-10,2025-05-22
FC 037 | DVY | 15 Mayis | Benim Isim |,AT,(+22 Yrs) UB | SA 58,BK_SAE_3_FK_1 | Bos Is | Ortakli | - Kopya,0.03,3,3,,,,,10.0,,0.0,2025-05-10,2025-05-22
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,IQ,(+22 Yrs) FC OTU SA 8 | Fenomen Girisimciler| 3 Milyon,OTPKİ-OLT-BK-3 | Bos Is | Ortakli | - Kopya,0.03,52,57,,,,,0.52631579,,0.0,2025-05-10,2025-05-22
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,ID,(+22 Yrs) FC OTU SA 8 | Fenomen Girisimciler| 3 Milyon,OTPKİ-OLT-BK-3 | Bos Is | Ortakli | - Kopya,0.03,0,6,,,,,5.0,,0.0,2025-05-10,2025-05-22
TT 490 | DVY | Best Aud. | D-1 | SJ-AI-DVY-MK-V3 | M4 | Lead | CBO | 21.05.25,TJ,TT SA 40 | SC Winner DA SA4 - Kişisel Gelişim,SJ-AI-DVY-MK-9,0.03,14,14,,,,,2.14285714,,0.0,2025-05-10,2025-05-22
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,ES,TT SA 50 | UB 49+Gelir | 1.2M | 13.03.25,OTPKİ-OLT-BK-3,0.03,3,3,,,,,10.0,,0.0,2025-05-10,2025-05-22
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,IE,TT SA 51 | TT 16+Freelancer | 1.2M | 13.03.25,OTPKİ-OLT-BK-4,0.03,5,5,,,,,6.0,,0.0,2025-05-10,2025-05-22
FC 038 | DVY | 15 Mayis | Benim Isim |,MK,(+22 Yrs) Winner DA SA4,BK_SAE_3_FK_2 | Bos Is |,0.03,5,7,,,,,4.28571429,,0.0,2025-05-10,2025-05-22
TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.04.25,IL,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,OTPKİ-OLT-BK-1,0.03,8,10,,,,,3.0,,0.0,2025-05-10,2025-05-22
TT 454 | DVY | Best Aud. | D-1 | OTPKİ | M2 | Lead | CBO | 13.05.25,BD,(+22 Yrs) FC OTU SA 9,OTPKİ-OLT-BK-4,0.03,8,29,,,,,1.03448276,,0.0,2025-05-10,2025-05-22
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,GE,(+22 Yrs) FC OTU SA 8 | Fenomen Girisimciler| 3 Milyon,OTPKİ-OLT-BK-1 | Bos Is | Ortakli | - Kopya,0.03,33,33,,,,,0.90909091,,0.0,2025-05-10,2025-05-22
TT 484 | DVY | Best Aud. | B-1 | BK-A-EM | M4 | Lead | CBO | 19.05.25,BW,(+22 Yrs) FC OTU SA 7,BK-A-EM-2,0.03,2,2,,,,,15.0,,0.0,2025-05-10,2025-05-22
TT 454 | DVY | Best Aud. | D-1 | OTPKİ | M2 | Lead | CBO | 13.05.25,MN,(+22 Yrs) UB | SA 75,OTPKİ-OLT-BK-3,0.03,24,28,,,,,1.07142857,,0.0,2025-05-10,2025-05-22
TT 454 | DVY | Best Aud. | D-1 | OTPKİ | M2 | Lead | CBO | 13.05.25,YE,(+22 Yrs) FC OTU SA 9,OTPKİ-OLT-BK-4,0.03,64,73,,,,,0.4109589,,0.0,2025-05-10,2025-05-22
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,LU,TT SA 51 | TT 16+Freelancer | 1.2M | 13.03.25,OTPKİ-OLT-BK-4,0.03,3,3,,,,,10.0,,0.0,2025-05-10,2025-05-22
TT 479 | DVY | Best Aud. | B-1 | SJ-AI-DVY-MK-V2 | M4 | Lead | CBO | 18.05.25,EG,(+22 Yrs) FC OTU SA 7,SJ-AI-DVY-MK-6,0.03,8,9,,,,,3.33333333,,0.0,2025-05-10,2025-05-22
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,AF,(+22 Yrs) FC OTU SA 8 | Fenomen Girisimciler| 3 Milyon,OTPKİ-OLT-BK-3 | Bos Is | Ortakli | - Kopya,0.03,64,75,,,,,0.4,,1.33333333,2025-05-10,2025-05-22
TT 484 | DVY | Best Aud. | B-1 | BK-A-EM | M4 | Lead | CBO | 19.05.25,NL,(+22 Yrs) FC OTU SA 7,BK-A-EM-2,0.03,8,14,,,,,2.14285714,,0.0,2025-05-10,2025-05-22
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,MT,TT SA 50 | UB 49+Gelir | 1.2M | 13.03.25,OTPKİ-OLT-BK-3,0.03,4,4,,,,,7.5,,0.0,2025-05-10,2025-05-22
FC 028 | DVY| Lead | CBO | 4 Mayis |,IT,Pazarlama 2 Mayis 2025,OTPKİ-OLT-BK-4,0.03,9,9,,,,,3.33333333,,11.11111111,2025-05-10,2025-05-22
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,MY,(+22 Yrs) FC OTU SA 8 | Fenomen Girisimciler| 3 Milyon,OTPKİ-OLT-BK-3 | Bos Is | Ortakli | - Kopya,0.03,0,1,,,,,30.0,,0.0,2025-05-10,2025-05-22
TT 471 | DVY | Best Aud. | B-1 | BK_SAE_FK_V2 | M4 | Lead | CBO | 16.05.25,UZ,UB | SA 42 | ( FC OTU SA 7 | 10 Milyon - Futbol Edited | 2.3M) - DA,BK_SAE_FK_3,0.03,11,11,,,,,2.72727273,,0.0,2025-05-10,2025-05-22
FC 037 | DVY | 15 Mayis | Benim Isim |,IQ,(+22 Yrs) FC OTU SA 8 | Fenomen Girisimciler| 3 Milyon,BK_SAE_3_FK_3 | Bos Is | Ortakli |,0.03,33,33,,,,,0.90909091,,3.03030303,2025-05-10,2025-05-22
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,CZ,TT SA 51 | TT 16+Freelancer | 1.2M | 13.03.25,OTPKİ-OLT-BK-4,0.03,3,3,,,,,10.0,,0.0,2025-05-10,2025-05-22
TT 454 | DVY | Best Aud. | D-1 | OTPKİ | M2 | Lead | CBO | 13.05.25,LB,(+22 Yrs) UB | SA 75,OTPKİ-OLT-BK-1,0.03,20,23,,,,,1.30434783,,0.0,2025-05-10,2025-05-22
TT 454 | DVY | Best Aud. | D-1 | OTPKİ | M2 | Lead | CBO | 13.05.25,PK,(+22 Yrs) UB | SA 75,OTPKİ-OLT-BK-3,0.03,11,13,,,,,2.30769231,,0.0,2025-05-10,2025-05-22
FC 037 | DVY | 15 Mayis | Benim Isim |,MM,(+22 Yrs) FC OTU SA 8 | Fenomen Girisimciler| 3 Milyon,BK_SAE_3_FK_1 | Bos Is | Ortakli |,0.03,9,10,,,,,3.0,,0.0,2025-05-10,2025-05-22
TT 454 | DVY | Best Aud. | D-1 | OTPKİ | M2 | Lead | CBO | 13.05.25,TN,(+22 Yrs) FC OTU SA 9,OTPKİ-OLT-BK-4,0.03,40,40,,,,,0.75,,0.0,2025-05-10,2025-05-22
AZ/Turkic | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,TM,TT SA 48 | UB 79+Girişimcilik | 3M | 13.03.25,OTPKİ-OLT-BK-1,0.03,24,24,,,,,1.25,,0.0,2025-05-10,2025-05-22
TT 471 | DVY | Best Aud. | B-1 | BK_SAE_FK_V2 | M4 | Lead | CBO | 16.05.25,GE,(+22 Yrs) Winner DA SA23,BK_SAE_FK_3,0.03,12,12,,,,,2.5,,8.33333333,2025-05-10,2025-05-22
GLOBAL | TT 493 | ÖS | DVY | Best Aud. | B-1 | 14D Best Ads. | M4 | Lead | CBO | 21.05.25,MD,(+22 Yrs) Winner DA SA23,OTPKİ-OLT-BK-1,0.03,14,14,,,,,2.14285714,,0.0,2025-05-10,2025-05-22
TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.04.25,BD,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,OTPKİ-OLT-BK-1,0.03,56,60,,,,,0.5,,1.66666667,2025-05-10,2025-05-22
TT 475 | ÖS | DVY | Best Aud. | E-1 | AK-gbi | M4 | Lead | CBO | 17.05.25,HU,(+22 Yrs) Winner DA SA20,AK-gbi-2,0.03,3,3,,,,,10.0,,0.0,2025-05-10,2025-05-22
GLOBAL | TT 493 | ÖS | DVY | Best Aud. | B-1 | 14D Best Ads. | M4 | Lead | CBO | 21.05.25,AL,UB | SA 63,OTPKİ-OLT-BK-3,0.03,14,15,,,,,2.0,,0.0,2025-05-10,2025-05-22
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,BY,TT SA 50 | UB 49+Gelir | 1.2M | 13.03.25,OTPKİ-OLT-BK-4,0.03,10,11,,,,,2.72727273,,0.0,2025-05-10,2025-05-22
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,HR,(+22 Yrs) FC OTU SA 6,OTPKİ-OLT-BK-1 | Amator | Ortakli | - Kopya,0.03,13,13,,,,,2.30769231,,0.0,2025-05-10,2025-05-22
TT 471 | DVY | Best Aud. | B-1 | BK_SAE_FK_V2 | M4 | Lead | CBO | 16.05.25,IE,(+22 Yrs) Winner DA SA23,BK_SAE_FK_3,0.03,1,1,,,,,30.0,,0.0,2025-05-10,2025-05-22
TT 454 | DVY | Best Aud. | D-1 | OTPKİ | M2 | Lead | CBO | 13.05.25,PS,(+22 Yrs) UB | SA 75,OTPKİ-OLT-BK-1,0.03,7,7,,,,,4.28571429,,0.0,2025-05-10,2025-05-22
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,SO,(+22 Yrs) FC OTU SA 8 | Fenomen Girisimciler| 3 Milyon,OTPKİ-OLT-BK-1 | Amator | Ortakli | - Kopya,0.03,8,12,,,,,2.5,,0.0,2025-05-10,2025-05-22
GLOBAL | TT 493 | ÖS | DVY | Best Aud. | B-1 | 14D Best Ads. | M4 | Lead | CBO | 21.05.25,LV,(+22 Yrs) Winner DA SA23,OTPKİ-OLT-BK-1,0.03,5,5,,,,,6.0,,0.0,2025-05-10,2025-05-22
TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.04.25,SE,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,OTPKİ-OLT-BK-1,0.03,4,6,,,,,5.0,,0.0,2025-05-10,2025-05-22
TT 467 | DVY | New Aud. 3-1 | BK_SAE_3_FK | M4 | Lead | CBO | 15.05.25,GB,TT SA 53 | Yurtdışı Yüksek Eğitim | 1.2M | 03.04.25,BK_SAE_3_FK_2,0.03,7,7,,,,,4.28571429,,0.0,2025-05-10,2025-05-22
TT 454 | DVY | Best Aud. | D-1 | OTPKİ | M2 | Lead | CBO | 13.05.25,NL,(+22 Yrs) UB | SA 75,OTPKİ-OLT-BK-1,0.03,27,27,,,,,1.11111111,,0.0,2025-05-10,2025-05-22
TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.04.25,BH,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,OTPKİ-OLT-BK-1,0.03,16,16,,,,,1.875,,0.0,2025-05-10,2025-05-22
TT 479 | DVY | Best Aud. | B-1 | SJ-AI-DVY-MK-V2 | M4 | Lead | CBO | 18.05.25,EG,(+22 Yrs) Winner DA SA23,SJ-AI-DVY-MK-6,0.03,20,22,,,,,1.36363636,,0.0,2025-05-10,2025-05-22
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,AL,TT SA 50 | UB 49+Gelir | 1.2M | 13.03.25,OTPKİ-OLT-BK-1,0.03,14,14,,,,,2.14285714,,0.0,2025-05-10,2025-05-22
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,FR,(+22 Yrs) FC OTU SA 8 | Fenomen Girisimciler| 3 Milyon,OTPKİ-OLT-BK-1 | Amator | Ortakli | - Kopya,0.03,43,43,,,,,0.69767442,,0.0,2025-05-10,2025-05-22
TT 479 | DVY | Best Aud. | B-1 | SJ-AI-DVY-MK-V2 | M4 | Lead | CBO | 18.05.25,TR,UB | SA 42 | ( FC OTU SA 7 | 10 Milyon - Futbol Edited | 2.3M) - DA,SJ-AI-DVY-MK-5,0.03,21,21,1.0,,,,1.42857143,0.03,4.76190476,2025-05-10,2025-05-22
TT 474 | ÖS | DVY | New Aud. 1-1 | AK-gbi-5 | M4 | Lead | CBO | 15.05.25 - Copy,CM,TT SA 43 | FC SA 7&Yazarlar | 1.5M | 11.03.25,AK-gbi-2,0.03,26,27,1.0,,,,1.11111111,0.03,11.11111111,2025-05-10,2025-05-22
TT 474 | ÖS | DVY | New Aud. 1-1 | AK-gbi-5 | M4 | Lead | CBO | 15.05.25 - Copy,DZ,TT SA 43 | FC SA 7&Yazarlar | 1.5M | 11.03.25,AK-gbi-2,0.03,26,29,1.0,,,,1.03448276,0.03,3.44827586,2025-05-10,2025-05-22
FC 038 | DVY | 15 Mayis | Benim Isim |,XK,(+22 Yrs) Winner DA SA29,BK_SAE_3_FK_1 | Bos Is |,0.03,7,7,,,,,4.28571429,,0.0,2025-05-10,2025-05-22
TT 471 | DVY | Best Aud. | B-1 | BK_SAE_FK_V2 | M4 | Lead | CBO | 16.05.25,IQ,UB | SA 42 | ( FC OTU SA 7 | 10 Milyon - Futbol Edited | 2.3M) - DA,BK_SAE_FK_1,0.03,47,49,,,,,0.6122449,,0.0,2025-05-10,2025-05-22
TT 454 | DVY | Best Aud. | D-1 | OTPKİ | M2 | Lead | CBO | 13.05.25,ET,(+22 Yrs) FC OTU SA 9,OTPKİ-OLT-BK-4,0.03,40,60,1.0,,,,0.5,0.03,1.66666667,2025-05-10,2025-05-22
FC 035 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,MD,(+22 Yrs) FC SA 60,OTPKİ-OLT-BK-1 | Amator | Ortakli |,0.03,5,5,,,,,6.0,,0.0,2025-05-10,2025-05-22
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,BY,"Pazarlama 2 Mayis 2025 - 2,00 $",OTPKİ-OLT-BK-1,0.03,19,19,,,,,1.57894737,,0.0,2025-05-10,2025-05-22
TT 474 | ÖS | DVY | New Aud. 1-1 | AK-gbi-5 | M4 | Lead | CBO | 15.05.25 - Copy,SA,TT SA 42 | FC SA 9&Start-Up | 2.3M | 11.03.2025,AK-gbi-5,0.03,6,6,,,,,5.0,,0.0,2025-05-10,2025-05-22
TT 484 | DVY | Best Aud. | B-1 | BK-A-EM | M4 | Lead | CBO | 19.05.25,UY,(+22 Yrs) FC OTU SA 7,BK-A-EM-3,0.03,1,1,,,,,30.0,,0.0,2025-05-10,2025-05-22
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,AM,(+22 Yrs) FC OTU SA 8 | Fenomen Girisimciler| 3 Milyon,OTPKİ-OLT-BK-1 | Amator | Ortakli | - Kopya,0.03,6,6,,,,,5.0,,0.0,2025-05-10,2025-05-22
TT 474 | ÖS | DVY | New Aud. 1-1 | AK-gbi-5 | M4 | Lead | CBO | 15.05.25 - Copy,CA,TT SA 45 | UB SA 42+Kişisel Gelişim | 2.7M | 11.03.25,AK-gbi-2,0.03,7,7,,,,,4.28571429,,0.0,2025-05-10,2025-05-22
FC 028 | DVY| Lead | CBO | 4 Mayis |,UA,Girisim ve Yatirim | 2 Mayis 2025,OTPKİ-OLT-BK-4,0.03,4,4,,,,,7.5,,0.0,2025-05-10,2025-05-22
TT 467 | DVY | New Aud. 3-1 | BK_SAE_3_FK | M4 | Lead | CBO | 15.05.25,DE,TT SA 56 | Solo Tech | 3M | 03.04.25,BK_SAE_3_FK_2,0.03,8,8,,,,,3.75,,0.0,2025-05-10,2025-05-22
FC 037 | DVY | 15 Mayis | Benim Isim |,RO,(+22 Yrs) UB | SA 58,BK_SAE_3_FK_3 | Bos Is | Ortakli | - Kopya,0.03,4,5,,,,,6.0,,0.0,2025-05-10,2025-05-22
FC 037 | DVY | 15 Mayis | Benim Isim |,AE,(+22 Yrs) FC OTU SA 6,BK_SAE_3_FK_2 | Bos Is | Ortakli | - Kopya,0.03,2,2,,,,,15.0,,0.0,2025-05-10,2025-05-22
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,DZ,(+22 Yrs) FC OTU SA 8 | Fenomen Girisimciler| 3 Milyon,OTPKİ-OLT-BK-1 | Amator | Ortakli | - Kopya,0.03,47,47,2.0,DVY_Egitimi_OptinTebriklerSayfasi,0.03,1.0,0.63829787,0.015,6.38297872,2025-05-10,2025-05-22
TT 474 | ÖS | DVY | New Aud. 1-1 | AK-gbi-5 | M4 | Lead | CBO | 15.05.25 - Copy,MD,TT SA 43 | FC SA 7&Yazarlar | 1.5M | 11.03.25,AK-gbi-2,0.03,3,3,,,,,10.0,,0.0,2025-05-10,2025-05-22
TT 484 | DVY | Best Aud. | B-1 | BK-A-EM | M4 | Lead | CBO | 19.05.25,AM,(+22 Yrs) FC OTU SA 7,BK-A-EM-2,0.03,14,16,,,,,1.875,,0.0,2025-05-10,2025-05-22
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,LB,(+22 Yrs) FC OTU SA 8 | Fenomen Girisimciler| 3 Milyon,OTPKİ-OLT-BK-1 | Amator | Ortakli | - Kopya,0.03,6,6,1.0,,,,5.0,0.03,16.66666667,2025-05-10,2025-05-22
TT 454 | DVY | Best Aud. | D-1 | OTPKİ | M2 | Lead | CBO | 13.05.25,CI,TT SA 40 | SC Winner DA SA4 - Kişisel Gelişim,OTPKİ-OLT-BK-3,0.03,8,10,,,,,3.0,,0.0,2025-05-10,2025-05-22
FC 037 | DVY | 15 Mayis | Benim Isim |,BG,(+22 Yrs) UB | SA 58,BK_SAE_3_FK_3 | Bos Is | Ortakli | - Kopya,0.03,7,7,,,,,4.28571429,,0.0,2025-05-10,2025-05-22
TT 467 | DVY | New Aud. 3-1 | BK_SAE_3_FK | M4 | Lead | CBO | 15.05.25,US,TT SA 56 | Solo Tech | 3M | 03.04.25,BK_SAE_3_FK_3,0.03,4,4,,,,,7.5,,0.0,2025-05-10,2025-05-22
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,CD,(+22 Yrs) FC OTU SA 6,OTPKİ-OLT-BK-1 | Amator | Ortakli | - Kopya,0.03,21,21,,,,,1.42857143,,0.0,2025-05-10,2025-05-22
TT 475 | ÖS | DVY | Best Aud. | E-1 | AK-gbi | M4 | Lead | CBO | 17.05.25,AF,(+22 Yrs) Winner DA SA20,AK-gbi-5,0.03,36,40,1.0,,,,0.75,0.03,2.5,2025-05-10,2025-05-22
TT 474 | ÖS | DVY | New Aud. 1-1 | AK-gbi-5 | M4 | Lead | CBO | 15.05.25 - Copy,SA,TT SA 42 | FC SA 9&Start-Up | 2.3M | 11.03.2025,AK-gbi-1,0.03,9,10,,,,,3.0,,0.0,2025-05-10,2025-05-22
TT 454 | DVY | Best Aud. | D-1 | OTPKİ | M2 | Lead | CBO | 13.05.25,BG,(+22 Yrs) FC OTU SA 9,OTPKİ-OLT-BK-4,0.03,23,23,,,,,1.30434783,,0.0,2025-05-10,2025-05-22
FC 037 | DVY | 15 Mayis | Benim Isim |,MK,(+22 Yrs) FC OTU SA 8 | Fenomen Girisimciler| 3 Milyon,BK_SAE_3_FK_1 | Bos Is | Ortakli |,0.03,16,16,,,,,1.875,,0.0,2025-05-10,2025-05-22
TT 454 | DVY | Best Aud. | D-1 | OTPKİ | M2 | Lead | CBO | 13.05.25,KG,(+22 Yrs) UB | SA 75,OTPKİ-OLT-BK-3,0.03,24,25,,,,,1.2,,0.0,2025-05-10,2025-05-22
FC 038 | DVY | 15 Mayis | Benim Isim |,AT,(+22 Yrs) Winner DA SA4,BK_SAE_3_FK_1 | Bos Is |,0.03,3,3,,,,,10.0,,0.0,2025-05-10,2025-05-22
TT 475 | ÖS | DVY | Best Aud. | E-1 | AK-gbi | M4 | Lead | CBO | 17.05.25,XK,(+22 Yrs) Winner DA SA20,AK-gbi-5,0.03,5,5,,,,,6.0,,0.0,2025-05-10,2025-05-22
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,SE,(+22 Yrs) FC OTU SA 8 | Fenomen Girisimciler| 3 Milyon,OTPKİ-OLT-BK-1 | Amator | Ortakli | - Kopya,0.03,0,3,,,,,10.0,,0.0,2025-05-10,2025-05-22
TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.04.25,CZ,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,OTPKİ-OLT-BK-3,0.02999677,16,62,,,,,0.48381889,,0.0,2025-05-10,2025-05-22
TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.04.25,MT,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,OTPKİ-OLT-BK-3,0.02999677,0,6,,,,,4.9994619,,0.0,2025-05-10,2025-05-22
TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.04.25,TD,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,OTPKİ-OLT-BK-3,0.02999677,32,35,1.0,,,,0.85705061,0.02999677,2.85714286,2025-05-10,2025-05-22
TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.04.25,MZ,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,OTPKİ-OLT-BK-3,0.02999677,42,42,,,,,0.71420884,,0.0,2025-05-10,2025-05-22
