Universal_Campaign_ID,Country,Amount spent (USD),Reach,Impressions,Link clicks,Result type,Cost per result,Results,"CPM (cost per 1,000 impressions)",CPC (cost per link click),CTR (all),Reporting starts,Reporting ends
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,HU,2.23016862,256,960,3.0,,,,2.32309231,0.74338954,0.41666667,2025-05-23,2025-05-29
GLOBAL | TT 493 | ÖS | DVY | Best Aud. | B-1 | 14D Best Ads. | M4 | Lead | CBO | 21.05.25,IT,2.23,356,421,3.0,,,,5.29691211,0.74333333,1.90023753,2025-05-23,2025-05-29
TT 505 | DVY | Global Aud. 1-1 | MM-DVY-MK | M4 | Lead | CBO | 27.05.25,MD,2.19,292,294,,,,,7.44897959,,0.0,2025-05-23,2025-05-29
TT 510 | DVY | Best Aud. | H-1 | MM2-DVY2-MK | M4 | Lead | CBO | 28.05.25,UZ,2.15,592,801,8.0,,,,2.68414482,0.26875,1.12359551,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,IQ,2.12675743,1092,1355,8.0,DVY_Egitimi_OptinTebriklerSayfasi,2.12675743,1.0,1.56956268,0.26584468,1.18081181,2025-05-23,2025-05-29
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,FR,2.1,334,334,1.0,,,,6.28742515,2.1,0.5988024,2025-05-23,2025-05-29
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,CA,2.08,232,251,1.0,,,,8.28685259,2.08,1.19521912,2025-05-23,2025-05-29
TT 426 | DVY | Best Aud. | A-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,CY,2.08,904,906,5.0,DVY_Egitimi_OptinTebriklerSayfasi,2.08,1.0,2.29580574,0.416,1.10375276,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,BA,2.02002198,896,1171,5.0,,,,1.72504012,0.4040044,0.76857387,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,CY,2.01588382,1419,1419,11.0,DVY_Egitimi_OptinTebriklerSayfasi,1.00794191,2.0,1.42063694,0.18326217,1.47991543,2025-05-23,2025-05-29
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,AF,2.01,2880,4295,18.0,DVY_Egitimi_OptinTebriklerSayfasi,2.01,1.0,0.46798603,0.11166667,0.79161816,2025-05-23,2025-05-29
TT 426 | DVY | Best Aud. | A-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,TM,2.0,1092,1150,12.0,DVY_Egitimi_OptinTebriklerSayfasi,1.0,2.0,1.73913043,0.16666667,1.39130435,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,GE,1.99572498,639,731,6.0,,,,2.73012994,0.33262083,1.09439124,2025-05-23,2025-05-29
TT 313 | DVY | Best Aud. | B-1 | A Green-5 | M2 | Lead | CBO | 13.04.25,KZ,1.97,512,580,2.0,DVY_Egitimi_OptinTebriklerSayfasi,0.985,2.0,3.39655172,0.985,0.51724138,2025-05-23,2025-05-29
TT 426 | DVY | Best Aud. | A-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,UZ,1.96,776,839,6.0,,,,2.33611442,0.32666667,0.95351609,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,MT,1.95002122,192,393,3.0,,,,4.96188605,0.65000707,2.29007634,2025-05-23,2025-05-29
TT 503 | DVY | GLOBAL-ABO | Sales | 26.05.25,AL,1.93,456,536,4.0,,,,3.60074627,0.4825,0.93283582,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,AE,1.92014518,449,449,3.0,,,,4.2764926,0.64004839,1.3363029,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,UA,1.89014291,896,1092,2.0,,,,1.7309001,0.94507145,0.54945055,2025-05-23,2025-05-29
TT 497 | DVY | Best Aud. | B-1 | MM-DVY-MK | M4 | Lead | CBO | 24.05.25,KZ,1.86,224,326,1.0,DVY_Egitimi_OptinTebriklerSayfasi,1.86,1.0,5.70552147,1.86,0.9202454,2025-05-23,2025-05-29
TT ASC 2 | DVY | EU | 14D Best Ads. | M2 | CBO | Sales | 24.05.25 Campaign,CZ,1.84,156,168,1.0,,,,10.95238095,1.84,1.19047619,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,AT,1.82013762,256,404,4.0,DVY_Egitimi_OptinTebriklerSayfasi,1.82013762,1.0,4.50529113,0.4550344,1.98019802,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,BA,1.8001361,512,1295,3.0,,,,1.39006649,0.60004537,0.46332046,2025-05-23,2025-05-29
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,KZ,1.8,896,896,1.0,,,,2.00892857,1.8,0.89285714,2025-05-23,2025-05-29
