Universal_Campaign_ID,Country,Amount spent (USD),Reach,Impressions,Link clicks,Result type,Cost per result,Results,"CPM (cost per 1,000 impressions)",CPC (cost per link click),CTR (all),Reporting starts,Reporting ends
TT 426 | DVY | Best Aud. | A-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,TD,0.02,0,2,,,,,10.0,,0.0,2025-05-23,2025-05-29
TT 426 | DVY | Best Aud. | A-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,UG,0.02,8,15,,,,,1.33333333,,0.0,2025-05-23,2025-05-29
TT 275 | DVY | New Aud. 2-1 | AK-v-Otpki_rev_ALL | M2 | Lead | CBO | 06.04.25,AE,0.02,4,8,,,,,2.5,,0.0,2025-05-23,2025-05-29
TT 500 | DVY | Best Aud. | A-1 | MM-DVY-MK | M4 | Lead | CBO | 24.05.25,LB,0.02,8,10,,,,,2.0,,0.0,2025-05-23,2025-05-29
TT 497 | DVY | Best Aud. | B-1 | MM-DVY-MK | M4 | Lead | CBO | 24.05.25,MV,0.02,16,18,,,,,1.11111111,,5.55555556,2025-05-23,2025-05-29
TT 497 | DVY | Best Aud. | B-1 | MM-DVY-MK | M4 | Lead | CBO | 24.05.25,BF,0.02,8,14,,,,,1.42857143,,0.0,2025-05-23,2025-05-29
TT 426 | DVY | Best Aud. | A-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,BG,0.02,10,10,,,,,2.0,,0.0,2025-05-23,2025-05-29
TT 500 | DVY | Best Aud. | A-1 | MM-DVY-MK | M4 | Lead | CBO | 24.05.25,MT,0.02,8,9,,,,,2.22222222,,0.0,2025-05-23,2025-05-29
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,CV,0.02,0,11,,,,,1.81818182,,0.0,2025-05-23,2025-05-29
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,PT,0.02,0,18,,,,,1.11111111,,5.55555556,2025-05-23,2025-05-29
TT 509 | DVY | Best Aud. | G-1 | MM2-DVY2-MK | M4 | Lead | CBO | 28.05.25,HU,0.02,14,14,,,,,1.42857143,,0.0,2025-05-23,2025-05-29
TT 500 | DVY | Best Aud. | A-1 | MM-DVY-MK | M4 | Lead | CBO | 24.05.25,MD,0.02,0,6,,,,,3.33333333,,0.0,2025-05-23,2025-05-29
TT 256 | DVY | Best Aud. | B-1 | AK-v-Otpki | M2 | Lead | CBO | 03.04.25,GR,0.02,0,10,,,,,2.0,,0.0,2025-05-23,2025-05-29
TT ASC 2 | DVY | EU | 14D Best Ads. | M2 | CBO | Sales | 24.05.25 Campaign,LI,0.02,2,2,,,,,10.0,,0.0,2025-05-23,2025-05-29
TT 256 | DVY | Best Aud. | B-1 | AK-v-Otpki | M2 | Lead | CBO | 03.04.25,PL,0.02,8,12,,,,,1.66666667,,0.0,2025-05-23,2025-05-29
TT 256 | DVY | Best Aud. | B-1 | AK-v-Otpki | M2 | Lead | CBO | 03.04.25,ZA,0.02,0,1,,,,,20.0,,0.0,2025-05-23,2025-05-29
TT 460 | DVY | Best Aud. | A-1 | SJ-AI-DVY-MK | M4 | Lead | CBO | 15.05.25,MN,0.02,8,8,,,,,2.5,,0.0,2025-05-23,2025-05-29
TT 313 | DVY | Best Aud. | B-1 | A Green-5 | M2 | Lead | CBO | 13.04.25,PA,0.02,0,8,,,,,2.5,,0.0,2025-05-23,2025-05-29
TT 426 | DVY | Best Aud. | A-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,MA,0.02,8,15,,,,,1.33333333,,0.0,2025-05-23,2025-05-29
TT 256 | DVY | Best Aud. | B-1 | AK-v-Otpki | M2 | Lead | CBO | 03.04.25,UA,0.02,8,10,,,,,2.0,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,DO,0.01019855,8,8,,,,,1.27481878,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,GA,0.01019855,5,5,,,,,2.03971005,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,KY,0.01019855,0,2,,,,,5.09927513,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,GB,0.01019855,12,14,,,,,0.72846788,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,NE,0.01019855,3,3,,,,,3.39951676,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,HR,0.01019855,0,2,,,,,5.09927513,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,CL,0.01019855,1,1,,,,,10.19855027,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,MX,0.01019855,4,4,,,,,2.54963757,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,JO,0.01019855,4,4,,,,,2.54963757,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,TZ,0.01019855,7,7,,,,,1.45693575,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,IN,0.01019855,27,27,,,,,0.37772408,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,KH,0.01019855,0,3,,,,,3.39951676,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,NL,0.01019855,14,14,,,,,0.72846788,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,BR,0.01019855,0,3,,,,,3.39951676,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,MM,0.01019855,4,5,,,,,2.03971005,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,MZ,0.01019855,0,3,,,,,3.39951676,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,CG,0.01019855,0,6,,,,,1.69975838,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,TH,0.01019855,4,4,,,,,2.54963757,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,DK,0.01019855,3,3,,,,,3.39951676,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,GR,0.01019855,8,11,,,,,0.92714093,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,PK,0.01019855,8,8,,,,,1.27481878,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,GQ,0.01019855,2,2,,,,,5.09927513,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,AM,0.01019855,4,9,,,,,1.13317225,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,KR,0.01019855,4,4,,,,,2.54963757,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,ET,0.01019855,5,5,,,,,2.03971005,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,EG,0.01019855,20,20,,,,,0.50992751,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,TT,0.01019855,1,1,,,,,10.19855027,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,CH,0.01019855,0,4,,,,,2.54963757,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,SN,0.01019855,8,11,,,,,0.92714093,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,CR,0.01019855,0,1,,,,,10.19855027,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,BH,0.01019855,4,4,,,,,2.54963757,,0.0,2025-05-23,2025-05-29
TT 516 | DVY | ÖS | Best Aud. | G-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,FI,0.0101146,0,3,,,,,3.3715346,,0.0,2025-05-23,2025-05-29
TT 516 | DVY | ÖS | Best Aud. | G-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,CZ,0.0101146,4,4,,,,,2.52865095,,0.0,2025-05-23,2025-05-29
TT 516 | DVY | ÖS | Best Aud. | G-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,CH,0.0101146,4,5,,,,,2.02292076,,0.0,2025-05-23,2025-05-29
TT 516 | DVY | ÖS | Best Aud. | G-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,BY,0.0101146,4,4,,,,,2.52865095,,0.0,2025-05-23,2025-05-29
TT 516 | DVY | ÖS | Best Aud. | G-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,AL,0.0101146,0,5,,,,,2.02292076,,0.0,2025-05-23,2025-05-29
TT 516 | DVY | ÖS | Best Aud. | G-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,BA,0.0101146,12,13,,,,,0.77804645,,0.0,2025-05-23,2025-05-29
TT 516 | DVY | ÖS | Best Aud. | G-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,PL,0.0101146,11,11,,,,,0.91950944,,0.0,2025-05-23,2025-05-29
TT 504 | DVY | TT SA 73-2 | BROAD-GLOBAL 18-65 | MM-DVY-MK | M4 | Lead | CBO | 27.05.25,IM,0.01010811,0,1,,,,,10.10810811,,0.0,2025-05-23,2025-05-29
TT 504 | DVY | TT SA 73-2 | BROAD-GLOBAL 18-65 | MM-DVY-MK | M4 | Lead | CBO | 27.05.25,IS,0.01010811,2,2,,,,,5.05405405,,0.0,2025-05-23,2025-05-29
TT 504 | DVY | TT SA 73-2 | BROAD-GLOBAL 18-65 | MM-DVY-MK | M4 | Lead | CBO | 27.05.25,LI,0.01010811,4,5,,,,,2.02162162,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,UA,0.01007942,0,12,,,,,0.83995159,,8.33333333,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,BF,0.01007942,7,7,,,,,1.43991702,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,DK,0.01007942,0,10,,,,,1.00794191,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,GM,0.01007942,0,5,,,,,2.01588382,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,CZ,0.01007942,0,18,,,,,0.55996773,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,HU,0.01007942,0,6,,,,,1.67990318,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,VC,0.01007942,0,1,,,,,10.07941911,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,MU,0.01007942,0,2,,,,,5.03970955,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,VN,0.01007942,8,9,,,,,1.11993546,,11.11111111,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,NP,0.01007942,0,16,,,,,0.62996369,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,GH,0.01007942,11,11,,,,,0.91631083,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,GU,0.01007942,0,1,,,,,10.07941911,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,GQ,0.01007942,2,2,,,,,5.03970955,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,CH,0.01007942,5,5,,,,,2.01588382,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,CG,0.01007942,8,12,,,,,0.83995159,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,JP,0.01007942,8,12,,,,,0.83995159,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,CM,0.01007942,21,21,,,,,0.47997234,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,MZ,0.01007942,25,25,,,,,0.40317676,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,MY,0.01007942,3,3,,,,,3.35980637,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,CV,0.01007942,0,2,,,,,5.03970955,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,MD,0.01007942,0,2,,,,,5.03970955,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,LB,0.01007942,8,8,,,,,1.25992739,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,AT,0.01007942,7,7,,,,,1.43991702,,0.0,2025-05-23,2025-05-29
FC 033 | DVY| Lead |Winner DA SA48 | CBO | 5 Mayis |,RS,0.01005716,6,6,,,,,1.67619295,,0.0,2025-05-23,2025-05-29
FC 033 | DVY| Lead |Winner DA SA48 | CBO | 5 Mayis |,BA,0.01005716,4,14,,,,,0.71836841,,0.0,2025-05-23,2025-05-29
FC 033 | DVY| Lead |Winner DA SA48 | CBO | 5 Mayis |,MD,0.01005716,0,5,,,,,2.01143154,,0.0,2025-05-23,2025-05-29
FC 033 | DVY| Lead |Winner DA SA48 | CBO | 5 Mayis |,MT,0.01005716,4,4,,,,,2.51428943,,0.0,2025-05-23,2025-05-29
FC 033 | DVY| Lead |Winner DA SA48 | CBO | 5 Mayis |,DK,0.01005716,4,10,,,,,1.00571577,,0.0,2025-05-23,2025-05-29
FC 033 | DVY| Lead |Winner DA SA48 | CBO | 5 Mayis |,CZ,0.01005716,4,10,,,,,1.00571577,,0.0,2025-05-23,2025-05-29
FC 033 | DVY| Lead |Winner DA SA48 | CBO | 5 Mayis |,SK,0.01005716,0,1,,,,,10.0571577,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,BA,0.01004489,25,25,,,,,0.40179546,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,DJ,0.01004489,0,2,,,,,5.02244329,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,AT,0.01004489,8,9,,,,,1.11609851,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,KW,0.01004489,8,13,,,,,0.77268358,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,MM,0.01004489,33,33,1.0,,,,0.3043905,0.01004489,3.03030303,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,MD,0.01004489,0,6,,,,,1.67414776,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,SS,0.01004489,6,6,,,,,1.67414776,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,TG,0.01004489,7,7,,,,,1.4349838,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,HT,0.01004489,0,5,,,,,2.00897731,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,CD,0.01004489,10,10,1.0,,,,1.00448866,0.01004489,20.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,MZ,0.01004489,8,18,,,,,0.55804925,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,BH,0.01004489,0,8,,,,,1.25561082,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,VE,0.01004489,8,12,,,,,0.83707388,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,PA,0.01004489,0,6,,,,,1.67414776,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,CF,0.01004489,0,2,,,,,5.02244329,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,NP,0.01004489,8,26,,,,,0.38634179,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,UG,0.01004489,13,13,,,,,0.77268358,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,CL,0.01004489,0,3,,,,,3.34829552,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,AO,0.01004489,7,7,,,,,1.4349838,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,HK,0.01004489,0,2,,,,,5.02244329,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,JP,0.01004489,13,13,,,,,0.77268358,,7.69230769,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,ZM,0.01004489,16,21,,,,,0.47832793,,0.0,2025-05-23,2025-05-29
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,SK,0.01001948,0,5,,,,,2.0038961,,0.0,2025-05-23,2025-05-29
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,EE,0.01001948,0,1,,,,,10.01948052,,0.0,2025-05-23,2025-05-29
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,AL,0.01001948,0,11,,,,,0.91086187,,0.0,2025-05-23,2025-05-29
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,SE,0.01001948,0,11,,,,,0.91086187,,0.0,2025-05-23,2025-05-29
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,HU,0.01001948,6,6,,,,,1.66991342,,0.0,2025-05-23,2025-05-29
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,PT,0.01001948,8,12,,,,,0.83495671,,0.0,2025-05-23,2025-05-29
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,FI,0.01001948,7,7,,,,,1.43135436,,0.0,2025-05-23,2025-05-29
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,NL,0.01001948,56,64,,,,,0.15655438,,0.0,2025-05-23,2025-05-29
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,DK,0.01001948,8,11,,,,,0.91086187,,0.0,2025-05-23,2025-05-29
FC 028 | DVY| Lead | CBO | 4 Mayis |,ES,0.01001114,3,3,,,,,3.33704529,,0.0,2025-05-23,2025-05-29
FC 028 | DVY| Lead | CBO | 4 Mayis |,BA,0.01001114,15,15,,,,,0.66740906,,0.0,2025-05-23,2025-05-29
FC 028 | DVY| Lead | CBO | 4 Mayis |,IE,0.01001114,0,2,,,,,5.00556793,,0.0,2025-05-23,2025-05-29
FC 028 | DVY| Lead | CBO | 4 Mayis |,RS,0.01001114,3,3,,,,,3.33704529,,0.0,2025-05-23,2025-05-29
FC 028 | DVY| Lead | CBO | 4 Mayis |,HU,0.01001114,1,1,,,,,10.01113586,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,BT,0.01000076,0,1,,,,,10.00075613,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,CG,0.01000076,0,14,,,,,0.71433972,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,UY,0.01000076,0,6,,,,,1.66679269,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,TL,0.01000076,0,10,,,,,1.00007561,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,ST,0.01000076,0,4,,,,,2.50018903,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,unknown,0.01000076,0,1,,,,,10.00075613,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,BW,0.01000076,0,5,,,,,2.00015123,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,CF,0.01000076,0,6,,,,,1.66679269,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,SX,0.01000076,0,4,,,,,2.50018903,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,MW,0.01000076,0,9,,,,,1.11119513,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,SJ,0.01000076,0,4,1.0,,,,2.50018903,0.01000076,25.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,BS,0.01000076,0,7,,,,,1.42867945,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,MV,0.01000011,0,9,,,,,1.1111232,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,KE,0.01000011,18,18,,,,,0.5555616,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,CG,0.01000011,3,3,,,,,3.3333696,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,NE,0.01000011,0,16,,,,,0.6250068,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,AS,0.01000011,2,2,,,,,5.0000544,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,LB,0.01000011,19,19,,,,,0.52632152,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,AR,0.01000011,16,16,,,,,0.6250068,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,NI,0.01000011,0,2,,,,,5.0000544,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,SV,0.01000011,0,5,,,,,2.00002176,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,SR,0.01000011,0,5,,,,,2.00002176,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,BJ,0.01000011,9,9,,,,,1.1111232,,11.11111111,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,LK,0.01000011,0,4,,,,,2.5000272,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,CL,0.01000011,0,9,,,,,1.1111232,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,DJ,0.01000011,0,9,,,,,1.1111232,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,TW,0.01000011,0,2,,,,,5.0000544,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,RW,0.01000011,0,13,,,,,0.76923914,,0.0,2025-05-23,2025-05-29
